District,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
3.0,3235,2.0,13301000.0,77.4,77.4,nan,9.22099295257,3.0,1.0,1.0,0.0,1.0,5.0,20.0,1.0
3.0,3236,3.0,13350000.0,62.0,44.0,6.4,5.27089968592,10.0,1.0,0.0,0.0,0.0,4.0,12.0,0.0
3.0,3237,3.0,13448606.0,88.0,52.5,12.7,9.5272937649,10.0,1.0,1.0,0.0,1.0,13.0,23.0,1.0
3.0,3238,4.0,13500000.0,97.0,75.0,8.0,10.9185779999,7.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
3.0,3239,2.0,13500000.0,55.0,37.0,9.0,6.96136741572,9.0,1.0,0.0,1.0,0.0,4.0,10.0,0.0
3.0,3240,3.0,13500000.0,88.0,58.0,11.0,11.1324854432,11.0,1.0,0.0,1.0,1.0,4.0,7.0,0.0
3.0,3241,3.0,13500000.0,76.0,45.0,13.0,15.4083228972,5.0,1.0,0.0,0.0,1.0,16.0,17.0,0.0
3.0,3242,2.0,13500000.0,59.0,29.1,8.9,5.58988363547,5.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0
3.0,3243,2.0,13500000.0,54.1,32.1,9.8,5.9247619735,7.0,1.0,0.0,1.0,1.0,2.0,16.0,0.0
3.0,3244,1.0,13600000.0,40.0,19.0,8.0,5.24640113832,12.0,1.0,1.0,0.0,0.0,6.0,12.0,0.0
3.0,3245,3.0,13800000.0,68.0,47.0,8.0,14.5982118178,7.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0
3.0,3246,3.0,13800000.0,66.3,41.0,8.5,8.05819755289,20.0,1.0,0.0,1.0,1.0,10.0,16.0,0.0
3.0,3247,3.0,13836855.0,86.3,49.3,15.3,9.48945529189,10.0,1.0,1.0,0.0,1.0,25.0,32.0,1.0
4.0,3248,4.0,29800000.0,228.0,125.0,21.8,13.8377099012,nan,nan,0.0,0.0,1.0,15.0,16.0,0.0
4.0,3249,2.0,8900000.0,61.0,34.0,13.0,21.2786851078,10.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0
4.0,3250,2.0,20385000.0,75.5,44.0,15.0,9.0466583233,6.0,1.0,1.0,0.0,1.0,10.0,13.0,0.0
4.0,3251,1.0,3100000.0,13.0,9.0,2.0,8.78039723469,15.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0
4.0,3252,1.0,3300000.0,13.3,9.0,1.0,16.0552352762,5.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0
4.0,3253,2.0,3500000.0,38.2,24.0,7.0,15.6952440674,18.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0
4.0,3254,1.0,3600000.0,16.0,14.0,nan,14.0020755802,10.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
4.0,3255,1.0,3600000.0,15.0,13.0,2.0,16.7575410747,12.0,1.0,1.0,0.0,0.0,5.0,6.0,0.0
4.0,3256,1.0,3850000.0,25.7,15.4,nan,14.1931082806,nan,nan,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3257,1.0,3900000.0,32.0,17.0,6.7,18.8253714251,29.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3258,1.0,3990000.0,49.0,22.0,10.0,19.092515977,5.0,0.0,1.0,0.0,1.0,22.0,25.0,1.0
4.0,3259,1.0,4000000.0,24.5,17.0,4.0,11.0950958976,15.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0
4.0,3260,2.0,4100000.0,46.0,32.0,6.5,18.5385977072,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
4.0,3261,1.0,4100000.0,24.0,16.0,4.0,11.0950958976,15.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0
4.0,3262,1.0,4100000.0,24.0,16.0,nan,11.0950958976,12.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0
4.0,3263,1.0,4150000.0,32.0,20.0,6.0,13.6975752514,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3264,1.0,4150000.0,24.0,14.0,4.5,13.1610933239,14.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0
4.0,3265,1.0,4200000.0,36.0,18.0,9.0,16.7346179821,10.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0
4.0,3266,1.0,4200000.0,31.5,19.5,6.0,18.2351842595,10.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0
4.0,3267,1.0,4300000.0,25.3,13.5,6.0,17.9021452602,15.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0
4.0,3268,1.0,4300000.0,25.0,14.0,4.0,10.6896255219,18.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0
4.0,3269,1.0,4400000.0,33.0,19.4,6.0,18.6009301703,29.0,1.0,1.0,1.0,1.0,5.0,9.0,0.0
4.0,3270,1.0,4400000.0,40.0,21.0,9.3,16.9569098847,10.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0
4.0,3271,1.0,4400000.0,32.0,20.0,6.0,14.4075109589,5.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0
4.0,3272,1.0,4400000.0,30.0,17.0,nan,16.8849265141,10.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3273,1.0,4450000.0,34.7,20.9,7.0,18.3393833565,10.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0
4.0,3274,1.0,4500000.0,33.5,17.5,8.0,18.2689479089,5.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0
4.0,3275,1.0,4500000.0,32.7,20.1,5.4,14.1844099837,nan,nan,1.0,0.0,1.0,3.0,5.0,0.0
4.0,3276,3.0,14470000.0,65.0,45.0,9.5,15.6993299622,5.0,1.0,0.0,1.0,1.0,11.0,12.0,0.0
4.0,3277,2.0,21330000.0,79.0,43.0,12.0,9.0466583233,6.0,1.0,1.0,0.0,1.0,11.0,13.0,0.0
4.0,3278,1.0,5800000.0,37.0,20.0,8.0,14.9722501876,10.0,1.0,0.0,1.0,1.0,13.0,16.0,0.0
4.0,3279,1.0,4500000.0,33.0,16.0,nan,16.4438328166,nan,nan,0.0,1.0,1.0,1.0,9.0,0.0
4.0,3280,1.0,4500000.0,33.0,19.0,7.0,14.6638185342,15.0,1.0,0.0,1.0,0.0,8.0,9.0,0.0
4.0,3281,1.0,4500000.0,36.0,19.0,9.0,18.0177503141,15.0,1.0,0.0,0.0,1.0,14.0,15.0,0.0
4.0,3282,1.0,4500000.0,30.4,18.6,5.6,13.6236426799,10.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0
4.0,3283,1.0,4500000.0,36.0,23.0,7.0,19.1972862571,20.0,1.0,0.0,1.0,1.0,7.0,9.0,0.0
4.0,3284,1.0,4500000.0,33.0,20.3,6.0,14.416325583,15.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
4.0,3285,1.0,4500000.0,26.0,15.0,6.0,15.9040857086,10.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0
4.0,3286,1.0,4500000.0,34.1,20.9,5.4,18.6009301703,12.0,1.0,1.0,1.0,1.0,6.0,9.0,0.0
4.0,3287,1.0,4600000.0,32.0,21.0,6.0,13.7858330217,10.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3288,1.0,4600000.0,32.0,26.0,6.0,17.2000390639,12.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
4.0,3289,1.0,4600000.0,31.7,21.4,5.2,15.8258387907,3.0,1.0,0.0,1.0,1.0,4.0,9.0,0.0
4.0,3290,1.0,4600000.0,32.8,19.0,6.0,17.7589112111,15.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0
4.0,3291,1.0,4650000.0,33.0,19.0,7.0,15.8274221692,10.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0
4.0,3292,1.0,4650000.0,24.0,15.0,3.0,9.43846808622,15.0,1.0,0.0,1.0,0.0,3.0,9.0,0.0
4.0,3293,1.0,4700000.0,32.0,20.0,6.0,9.34148624893,20.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3294,1.0,4700000.0,34.8,19.0,8.0,16.2257948699,12.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0
4.0,3295,1.0,4700000.0,32.6,18.7,6.6,13.488559988,15.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0
4.0,3296,1.0,4700000.0,30.0,18.0,6.0,9.98379116718,15.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0
4.0,3297,1.0,4750000.0,39.4,20.9,9.0,17.442060083,10.0,0.0,0.0,1.0,1.0,6.0,12.0,0.0
4.0,3298,1.0,4750000.0,33.0,20.0,7.0,12.9183562334,7.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0
4.0,3299,1.0,4800000.0,38.0,19.2,10.0,17.9732377236,15.0,1.0,0.0,1.0,1.0,7.0,16.0,0.0
4.0,3300,1.0,4800000.0,36.0,21.0,7.0,18.3641469557,10.0,1.0,0.0,1.0,1.0,8.0,9.0,0.0
4.0,3301,1.0,4800000.0,33.0,23.0,6.0,16.8701997387,18.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0
4.0,3302,1.0,4800000.0,31.0,18.0,6.0,14.8884404697,12.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3303,1.0,4820000.0,31.0,20.0,7.0,16.9622590358,15.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0
4.0,3304,2.0,7350000.0,52.0,31.0,9.0,17.9648265353,12.0,1.0,0.0,1.0,1.0,4.0,17.0,0.0
4.0,3305,2.0,5800000.0,45.0,34.0,7.0,16.1912249289,5.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0
4.0,3306,4.0,29000000.0,140.0,74.0,30.0,16.8602683893,7.0,0.0,1.0,0.0,1.0,12.0,22.0,0.0
4.0,3307,2.0,4850000.0,38.0,23.0,6.0,17.4583680735,15.0,0.0,0.0,0.0,1.0,4.0,14.0,0.0
4.0,3308,1.0,4850000.0,31.0,18.0,6.0,11.4741086048,18.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0
4.0,3309,2.0,4850000.0,45.0,30.5,6.0,11.1368362584,10.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3310,1.0,4900000.0,38.0,21.0,7.0,19.1972862571,7.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0
4.0,3311,1.0,4900000.0,32.0,19.4,6.0,10.1846101179,20.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0
4.0,3312,1.0,4900000.0,32.0,19.0,6.0,9.37780194026,15.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
4.0,3313,1.0,4900000.0,30.0,19.0,5.0,14.7988273442,10.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
4.0,3314,1.0,4900000.0,33.0,17.6,8.8,18.466903838,10.0,0.0,0.0,0.0,1.0,6.0,12.0,0.0
4.0,3315,1.0,4900000.0,31.8,21.6,6.0,17.5868272032,15.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0
4.0,3316,1.0,4900000.0,32.5,18.6,6.6,16.1452433053,7.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0
4.0,3317,1.0,4900000.0,32.0,20.0,5.0,16.6768713762,10.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3318,1.0,4900000.0,33.0,20.4,6.0,14.4883159676,21.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
4.0,3319,1.0,4950000.0,38.5,25.0,8.0,14.5083796971,nan,nan,0.0,1.0,1.0,3.0,12.0,0.0
4.0,3320,1.0,4950000.0,39.0,19.5,10.0,18.4267891733,15.0,1.0,0.0,0.0,1.0,2.0,16.0,0.0
4.0,3321,1.0,4950000.0,33.0,17.7,7.0,18.1787098695,15.0,1.0,0.0,1.0,0.0,7.0,9.0,0.0
4.0,3322,1.0,4950000.0,33.0,17.7,7.0,18.1787098695,15.0,1.0,0.0,1.0,0.0,7.0,9.0,0.0
4.0,3323,1.0,4950000.0,31.6,20.2,5.1,18.0610353832,15.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0
4.0,3324,1.0,4950000.0,33.0,21.0,6.0,16.9001698862,12.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0
4.0,3325,1.0,4950000.0,31.0,17.5,5.5,14.873701584,15.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0
4.0,3326,1.0,4980000.0,38.0,20.0,9.6,17.4490564543,9.0,0.0,0.0,0.0,1.0,8.0,14.0,0.0
4.0,3327,1.0,5000000.0,34.1,18.0,8.5,10.3778824566,14.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3328,1.0,5000000.0,39.0,20.0,9.0,21.4747227371,nan,nan,0.0,0.0,1.0,7.0,9.0,0.0
4.0,3329,1.0,5000000.0,39.0,20.0,10.0,19.0533884102,nan,nan,0.0,0.0,1.0,6.0,22.0,0.0
4.0,3330,1.0,5000000.0,28.8,17.5,5.5,13.3298989006,8.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0
4.0,3331,1.0,5000000.0,31.0,18.0,6.0,17.9934576717,25.0,1.0,1.0,1.0,1.0,3.0,9.0,0.0
4.0,3332,3.0,8500000.0,72.0,46.0,9.0,18.8100632434,nan,nan,0.0,0.0,1.0,10.0,17.0,0.0
4.0,3333,2.0,9200000.0,52.1,31.0,10.0,17.3187426324,14.0,1.0,0.0,1.0,1.0,8.0,14.0,0.0
4.0,3334,1.0,13200000.0,47.8,19.3,10.2,9.93762775354,15.0,1.0,1.0,1.0,0.0,19.0,29.0,0.0
4.0,3335,1.0,5000000.0,30.0,17.4,5.5,17.0732671158,22.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0
4.0,3336,1.0,5000000.0,34.0,18.0,9.0,14.1227682813,10.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0
4.0,3337,1.0,5000000.0,33.0,19.0,7.0,16.6968325329,16.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0
4.0,3338,1.0,5000000.0,35.8,21.0,nan,16.4161438966,5.0,0.0,0.0,1.0,0.0,9.0,12.0,0.0
4.0,3339,1.0,5100000.0,33.0,18.0,6.0,17.9224442654,15.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0
4.0,3340,1.0,5100000.0,38.0,19.1,8.4,17.9337038892,15.0,1.0,0.0,0.0,1.0,8.0,10.0,0.0
4.0,3341,1.0,5100000.0,30.1,16.7,6.0,15.4011027583,9.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0
4.0,3342,2.0,5100000.0,49.0,29.1,7.0,18.1787098695,nan,nan,0.0,0.0,1.0,1.0,9.0,0.0
4.0,3343,1.0,5100000.0,36.5,20.0,6.5,17.3099564544,20.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0
4.0,3344,1.0,5100000.0,30.0,19.0,5.0,15.1115326132,5.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0
4.0,3345,1.0,5100000.0,38.0,21.0,10.0,16.7192361508,nan,nan,0.0,1.0,1.0,2.0,14.0,0.0
4.0,3346,1.0,5100000.0,33.0,20.0,7.0,16.1968628871,10.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3347,1.0,5100000.0,34.0,21.0,6.0,18.1742057447,15.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0
4.0,3348,1.0,5100000.0,36.3,20.0,6.0,16.9118253347,10.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0
4.0,3349,1.0,5100000.0,35.0,19.0,6.0,9.62865639479,7.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0
4.0,3350,1.0,5100000.0,34.0,20.0,6.0,16.1968628871,7.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3351,1.0,5100000.0,38.0,18.0,nan,18.4425637927,10.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0
4.0,3352,1.0,5100000.0,32.7,18.6,6.7,16.1452433053,7.0,1.0,0.0,1.0,0.0,5.0,9.0,0.0
4.0,3353,1.0,5100000.0,34.0,17.0,9.0,15.4082982255,13.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0
4.0,3354,2.0,5150000.0,45.0,29.0,6.0,13.369351216,nan,nan,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3355,2.0,5200000.0,38.0,23.0,6.0,17.3109487179,nan,nan,0.0,1.0,1.0,1.0,14.0,0.0
4.0,3356,1.0,5200000.0,38.0,22.0,7.0,18.3393833565,18.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0
4.0,3357,1.0,5200000.0,31.4,18.9,nan,14.3561778971,30.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3358,2.0,5200000.0,44.2,26.7,6.0,17.2010340257,15.0,1.0,0.0,1.0,0.0,1.0,14.0,0.0
4.0,3359,1.0,5200000.0,36.0,20.0,10.0,17.9659403757,3.0,0.0,0.0,1.0,1.0,4.0,12.0,0.0
4.0,3360,2.0,5350000.0,45.1,30.4,5.5,14.3731534898,12.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3361,3.0,11500000.0,72.0,43.1,10.0,18.9293757598,5.0,1.0,0.0,1.0,1.0,7.0,17.0,0.0
4.0,3362,3.0,10450000.0,71.4,49.3,8.3,11.2357916595,9.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0
4.0,3363,1.0,5200000.0,35.0,20.0,9.0,16.4686525268,5.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0
4.0,3364,1.0,5200000.0,31.7,17.1,6.0,15.5963099804,5.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0
4.0,3365,1.0,5200000.0,34.6,19.5,9.0,16.8754088278,15.0,1.0,0.0,1.0,0.0,4.0,9.0,0.0
4.0,3366,1.0,5200000.0,38.0,19.0,8.5,18.4356102118,15.0,1.0,0.0,1.0,0.0,2.0,12.0,0.0
4.0,3367,1.0,5200000.0,36.7,19.0,8.0,18.2592150019,20.0,1.0,0.0,1.0,1.0,4.0,14.0,0.0
4.0,3368,1.0,5200000.0,39.0,19.0,8.0,20.6788136681,nan,nan,0.0,1.0,1.0,12.0,12.0,0.0
4.0,3369,2.0,5250000.0,42.0,27.0,6.0,13.0064724722,4.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3370,1.0,5250000.0,34.0,18.0,10.0,9.70383295632,12.0,1.0,0.0,1.0,1.0,8.0,12.0,0.0
4.0,3371,1.0,5250000.0,32.9,20.2,nan,15.4227933466,9.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0
4.0,3372,1.0,5250000.0,31.0,18.0,6.0,16.3796701535,10.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0
4.0,3373,1.0,5300000.0,43.0,21.0,9.0,17.703979919,15.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0
4.0,3374,2.0,5300000.0,36.8,22.8,7.3,17.1187322963,16.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0
4.0,3375,2.0,5300000.0,45.0,28.0,6.0,15.6270749897,15.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0
4.0,3376,1.0,5300000.0,30.5,19.0,5.5,14.1088102321,18.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0
4.0,3377,1.0,5300000.0,35.0,20.0,10.5,15.3438715046,7.0,1.0,0.0,1.0,1.0,4.0,12.0,0.0
4.0,3378,1.0,5300000.0,35.0,19.0,8.0,13.4659275134,10.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0
4.0,3379,1.0,5300000.0,33.0,19.0,6.5,15.8580554327,8.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0
4.0,3380,1.0,5300000.0,30.0,18.0,nan,10.5142050519,10.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0
4.0,3381,1.0,5300000.0,38.0,19.2,7.6,21.5288499045,15.0,0.0,0.0,0.0,1.0,15.0,17.0,0.0
4.0,3382,2.0,5300000.0,45.0,29.0,6.0,14.6209791255,10.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0
4.0,3383,1.0,5300000.0,35.0,20.0,9.0,17.3392252356,15.0,1.0,0.0,1.0,1.0,4.0,12.0,0.0
4.0,3384,2.0,5300000.0,40.0,25.0,6.0,15.3276139301,5.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3385,1.0,5300000.0,32.0,18.0,6.0,15.679951922,6.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0
4.0,3386,1.0,5300000.0,33.0,18.9,6.8,13.8005408859,10.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0
4.0,3387,1.0,5350000.0,42.0,21.0,9.0,18.2338514323,nan,nan,0.0,1.0,1.0,11.0,14.0,0.0
4.0,3388,3.0,12400000.0,87.0,56.0,8.3,14.0424411171,16.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3389,3.0,7700000.0,76.0,48.0,8.0,15.8607939251,19.0,1.0,0.0,1.0,1.0,5.0,9.0,0.0
4.0,3390,5.0,18490000.0,106.0,70.0,8.0,14.2302715155,15.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0
4.0,3391,2.0,5350000.0,45.0,30.0,6.0,13.3504557307,15.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
4.0,3392,1.0,5350000.0,32.0,20.0,nan,17.1735822722,13.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3393,1.0,5350000.0,29.8,18.3,6.0,13.5416850135,12.0,1.0,1.0,1.0,1.0,6.0,9.0,0.0
4.0,3394,1.0,5390000.0,33.0,18.0,6.5,10.3939832927,15.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0
4.0,3395,1.0,5400000.0,35.0,20.0,10.0,15.9188338214,15.0,1.0,0.0,1.0,1.0,9.0,12.0,0.0
4.0,3396,2.0,5400000.0,40.3,26.4,6.0,17.2000390639,15.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3397,1.0,5400000.0,37.0,20.0,7.0,16.6797358583,5.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0
4.0,3398,1.0,5400000.0,37.0,20.0,7.0,16.6797358583,5.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0
4.0,3399,2.0,5400000.0,38.5,23.0,6.2,16.7192361508,nan,nan,0.0,1.0,1.0,10.0,16.0,0.0
4.0,3400,2.0,5490000.0,45.0,28.0,6.0,10.8450845627,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
4.0,3401,1.0,5490000.0,35.0,20.0,6.0,9.50589856677,5.0,0.0,0.0,0.0,1.0,5.0,12.0,0.0
4.0,3402,1.0,5490000.0,43.5,19.9,10.5,21.7447372523,8.0,0.0,0.0,0.0,1.0,19.0,24.0,0.0
4.0,3403,1.0,5500000.0,36.0,21.0,6.5,18.0124539736,20.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0
4.0,3404,1.0,5500000.0,35.0,19.0,9.8,18.5144588169,nan,nan,0.0,0.0,1.0,7.0,14.0,0.0
4.0,3405,2.0,5500000.0,42.5,27.7,5.0,18.0920865868,16.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
4.0,3406,1.0,5500000.0,30.0,18.0,6.0,9.40042871885,5.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0
4.0,3407,1.0,5500000.0,36.0,20.0,9.0,15.2722596595,10.0,1.0,0.0,1.0,1.0,7.0,12.0,0.0
4.0,3408,2.0,5500000.0,33.6,16.2,nan,14.112318505,9.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0
4.0,3409,1.0,5500000.0,33.6,18.0,nan,14.112318505,9.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0
4.0,3410,1.0,5500000.0,38.0,19.0,8.0,21.0092747322,10.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0
4.0,3411,1.0,5500000.0,33.0,19.0,7.0,10.5355467187,20.0,1.0,0.0,1.0,0.0,6.0,9.0,0.0
4.0,3412,2.0,5500000.0,45.0,29.0,6.0,17.9706158458,22.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0
4.0,3413,1.0,5500000.0,36.0,20.0,7.0,17.9137010322,15.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0
4.0,3414,1.0,5500000.0,33.0,19.3,6.0,10.3564816148,14.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
4.0,3415,1.0,5500000.0,35.0,20.0,10.0,17.9374945099,5.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0
4.0,3416,3.0,12400000.0,87.0,56.0,8.3,14.0424411171,16.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3417,1.0,4750000.0,26.5,13.4,6.8,10.6570721092,7.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0
4.0,3418,2.0,5700000.0,40.0,27.0,7.0,17.6658840514,20.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0
4.0,3419,2.0,5500000.0,44.4,29.6,6.0,17.8004397258,27.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0
4.0,3420,2.0,5550000.0,37.8,23.7,6.5,10.0139241263,15.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0
4.0,3421,1.0,5550000.0,35.0,19.0,10.0,17.3373478208,15.0,1.0,0.0,1.0,1.0,4.0,16.0,0.0
4.0,3422,2.0,5550000.0,44.0,30.0,6.0,14.3153467598,12.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0
4.0,3423,1.0,5550000.0,34.0,19.0,8.0,13.3739057289,21.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0
4.0,3424,1.0,5600000.0,37.5,19.0,7.5,20.1744429128,7.0,0.0,0.0,1.0,1.0,3.0,17.0,0.0
4.0,3425,1.0,5600000.0,35.0,20.0,8.0,16.7609854881,15.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0
4.0,3426,2.0,5600000.0,46.0,31.0,6.0,9.52316007013,nan,nan,1.0,0.0,0.0,1.0,3.0,0.0
4.0,3427,2.0,5600000.0,44.0,27.0,6.0,17.5111121906,15.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0
4.0,3428,2.0,5600000.0,45.0,30.0,7.0,17.098975644,28.0,1.0,0.0,0.0,1.0,6.0,9.0,0.0
4.0,3429,2.0,5600000.0,46.0,30.0,6.0,17.1091029728,15.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0
4.0,3430,3.0,5600000.0,60.0,40.0,7.0,15.6090442894,6.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0
4.0,3431,2.0,5600000.0,40.0,23.5,6.4,17.3205589818,20.0,1.0,0.0,0.0,1.0,7.0,14.0,0.0
4.0,3432,1.0,5600000.0,35.0,20.0,6.0,9.22941618945,17.0,1.0,1.0,0.0,1.0,2.0,9.0,0.0
4.0,3433,1.0,5600000.0,30.2,18.0,6.2,10.12602736,10.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0
4.0,3434,1.0,5600000.0,32.7,17.7,9.8,16.9867171446,10.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0
4.0,3435,1.0,5600000.0,31.0,19.0,6.0,17.247179553,20.0,1.0,1.0,1.0,1.0,7.0,9.0,0.0
4.0,3436,1.0,5600000.0,39.3,21.1,8.7,18.9687683234,nan,nan,0.0,1.0,1.0,7.0,14.0,0.0
4.0,3437,1.0,5600000.0,39.0,19.0,8.5,14.6583502528,nan,nan,0.0,1.0,1.0,3.0,17.0,0.0
4.0,3438,2.0,5600000.0,44.0,24.0,9.3,11.5672203883,5.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0
4.0,3439,1.0,5600000.0,33.0,20.0,6.0,14.98249332,5.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0
