District,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
2.0,2083,1.0,7400000.0,38.0,19.0,7.5,15.389726358,5.0,1.0,0.0,0.0,1.0,7.0,17.0,0.0
2.0,2084,2.0,7400000.0,43.7,23.1,5.2,13.2998328793,nan,nan,1.0,1.0,1.0,6.0,8.0,0.0
2.0,2085,2.0,7400000.0,48.0,34.0,nan,14.5738025153,20.0,0.0,0.0,1.0,1.0,10.0,12.0,0.0
2.0,2086,3.0,7450000.0,68.0,44.0,7.0,12.2446498135,7.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0
2.0,2087,1.0,7450000.0,38.9,20.9,8.5,15.7414659634,7.0,1.0,0.0,1.0,1.0,3.0,12.0,0.0
2.0,2088,2.0,7499000.0,47.0,30.0,10.0,13.9399914248,10.0,1.0,1.0,0.0,1.0,4.0,11.0,0.0
2.0,2089,1.0,7499000.0,47.0,30.0,10.0,13.9399914248,13.0,1.0,1.0,0.0,1.0,4.0,11.0,0.0
2.0,2090,1.0,7500000.0,36.0,17.0,9.0,8.14144444899,8.0,1.0,0.0,1.0,1.0,3.0,17.0,0.0
2.0,2091,1.0,7500000.0,44.0,19.0,11.0,14.3175610542,7.0,0.0,0.0,1.0,1.0,10.0,21.0,0.0
2.0,2092,1.0,7500000.0,39.0,21.0,9.0,4.66744934379,8.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0
2.0,2093,2.0,7500000.0,46.0,28.5,6.0,14.2356842701,31.0,1.0,0.0,1.0,1.0,5.0,12.0,0.0
2.0,2094,2.0,7500000.0,54.0,32.0,8.5,16.0505641647,nan,nan,0.0,1.0,1.0,6.0,12.0,0.0
2.0,2095,1.0,7500000.0,44.0,19.0,11.0,17.4760662832,10.0,0.0,1.0,0.0,1.0,19.0,24.0,0.0
2.0,2096,2.0,7500000.0,45.0,28.0,6.0,14.9348632698,7.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0
2.0,2097,1.0,7500000.0,32.0,24.0,8.0,4.15464499559,5.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0
2.0,2098,1.0,7500000.0,38.0,19.1,7.4,13.2785543895,17.0,1.0,0.0,0.0,1.0,13.0,17.0,0.0
2.0,2099,1.0,7500000.0,32.0,24.0,nan,10.9665353119,10.0,1.0,1.0,1.0,1.0,7.0,9.0,0.0
2.0,2100,1.0,8963500.0,45.5,nan,nan,6.69152873105,10.0,1.0,1.0,0.0,1.0,1.0,22.0,1.0
2.0,2101,3.0,10300000.0,65.0,46.0,7.5,13.7626461512,5.0,1.0,0.0,1.0,1.0,5.0,12.0,0.0
2.0,2102,1.0,11350000.0,39.0,19.0,7.5,6.01153698921,5.0,0.0,0.0,0.0,1.0,12.0,17.0,0.0
2.0,2103,2.0,7500000.0,52.5,31.5,8.5,15.3277200946,13.0,1.0,0.0,1.0,1.0,4.0,16.0,0.0
2.0,2104,1.0,7500000.0,37.0,20.0,8.0,4.48169481031,5.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0
2.0,2105,1.0,7500000.0,36.0,20.0,8.7,6.75140347197,7.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0
2.0,2106,1.0,7500000.0,42.0,22.0,10.0,17.5101764817,nan,nan,0.0,1.0,1.0,13.0,19.0,0.0
2.0,2107,2.0,7500000.0,52.0,31.0,10.0,15.9915566117,nan,nan,0.0,0.0,0.0,7.0,12.0,0.0
2.0,2108,2.0,7500000.0,48.0,32.0,9.0,15.8981490312,15.0,1.0,0.0,1.0,1.0,12.0,14.0,0.0
2.0,2109,1.0,7500000.0,40.0,20.0,10.0,11.8538127445,15.0,1.0,0.0,1.0,1.0,5.0,17.0,0.0
2.0,2110,1.0,7500000.0,39.0,19.8,8.5,9.45213993748,13.0,1.0,0.0,0.0,1.0,17.0,17.0,0.0
2.0,2111,1.0,7500000.0,39.0,20.0,10.0,14.2671446146,15.0,1.0,0.0,0.0,1.0,18.0,22.0,0.0
2.0,2112,2.0,7500000.0,48.0,30.5,7.0,13.4438414487,5.0,0.0,0.0,1.0,1.0,6.0,12.0,0.0
2.0,2113,2.0,7500000.0,38.0,20.0,7.0,6.79393098049,8.0,1.0,0.0,1.0,1.0,6.0,8.0,0.0
2.0,2114,3.0,7500000.0,60.0,38.0,6.0,14.8865317404,20.0,0.0,0.0,1.0,1.0,8.0,9.0,0.0
2.0,2115,1.0,7500000.0,35.0,19.7,9.7,6.51692408368,14.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0
2.0,2116,3.0,7500000.0,57.0,41.5,6.0,14.6919819855,25.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0
2.0,2117,2.0,7500000.0,47.0,31.0,nan,15.9134595011,5.0,0.0,0.0,1.0,0.0,8.0,9.0,0.0
2.0,2118,2.0,7500000.0,53.0,28.2,10.0,16.0865369809,17.0,1.0,0.0,1.0,1.0,9.0,16.0,0.0
2.0,2119,1.0,7526400.0,47.0,23.5,13.4,12.8166713941,nan,nan,0.0,0.0,1.0,1.0,16.0,1.0
2.0,2120,1.0,7557440.0,45.2,nan,12.7,14.1524027643,15.0,1.0,1.0,0.0,0.0,3.0,12.0,1.0
2.0,2121,1.0,7579250.0,42.7,11.5,20.7,10.4866944193,10.0,1.0,1.0,0.0,0.0,6.0,18.0,1.0
2.0,2122,1.0,7599800.0,58.0,45.0,nan,5.45988883451,10.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0
2.0,2123,2.0,7600000.0,47.1,32.0,9.0,13.5373972536,15.0,1.0,0.0,1.0,1.0,14.0,14.0,0.0
2.0,2124,1.0,7600000.0,40.0,19.0,10.0,13.6993763889,3.0,1.0,0.0,1.0,1.0,2.0,16.0,0.0
2.0,2125,2.0,7600000.0,44.0,28.0,6.0,15.0997068559,1.0,1.0,0.0,1.0,0.0,6.0,9.0,0.0
2.0,2126,3.0,7600000.0,49.0,39.0,6.0,12.5770210547,5.0,1.0,0.0,1.0,1.0,5.0,9.0,0.0
2.0,2127,2.0,7600000.0,38.0,23.0,8.0,11.0087159462,5.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0
2.0,2128,2.0,9655800.0,58.5,31.2,10.6,12.8166713941,nan,nan,0.0,0.0,1.0,1.0,16.0,1.0
2.0,2129,1.0,9500000.0,59.0,25.0,10.0,9.35242326106,3.0,1.0,1.0,0.0,1.0,20.0,38.0,1.0
2.0,2130,1.0,3224000.0,24.8,12.0,6.0,13.8428493303,8.0,1.0,1.0,0.0,1.0,19.0,20.0,1.0
2.0,2131,2.0,7650000.0,52.0,31.0,8.5,15.8390533397,5.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0
2.0,2132,1.0,7672320.0,41.2,10.0,19.2,13.3431262422,3.0,1.0,1.0,0.0,1.0,15.0,17.0,1.0
2.0,2133,1.0,7683200.0,38.3,20.0,6.7,14.924728432,7.0,1.0,1.0,0.0,1.0,13.0,15.0,1.0
2.0,2134,1.0,7699000.0,40.0,21.0,10.0,4.58910225551,7.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0
2.0,2135,1.0,7700000.0,41.0,17.3,11.0,13.0867106686,10.0,0.0,1.0,1.0,1.0,2.0,25.0,0.0
2.0,2136,3.0,7700000.0,62.0,43.0,7.0,15.9915566117,10.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0
2.0,2137,3.0,7700000.0,58.7,44.1,6.1,14.4616641255,28.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0
2.0,2138,2.0,7700000.0,48.0,34.0,7.0,14.0824623462,4.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0
2.0,2139,1.0,7700000.0,41.0,18.0,11.0,13.3429440786,16.0,1.0,1.0,1.0,1.0,10.0,24.0,0.0
2.0,2140,1.0,7700000.0,37.0,18.0,10.0,10.0378560917,5.0,0.0,0.0,1.0,0.0,8.0,12.0,0.0
2.0,2141,2.0,7700000.0,52.3,30.4,8.5,15.7678900778,5.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0
2.0,2142,2.0,7740000.0,49.4,30.3,9.6,10.8293625893,7.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0
2.0,2143,1.0,7758080.0,46.4,nan,12.7,14.1524027643,15.0,1.0,1.0,0.0,0.0,3.0,12.0,1.0
2.0,2144,2.0,7761120.0,47.0,23.4,10.0,13.3431262422,3.0,1.0,1.0,0.0,1.0,6.0,17.0,1.0
2.0,2145,3.0,7771000.0,79.3,45.5,11.2,13.8375814702,10.0,1.0,1.0,0.0,1.0,16.0,20.0,0.0
2.0,2146,3.0,7771400.0,79.3,45.7,11.2,13.8375814702,8.0,1.0,1.0,0.0,1.0,18.0,20.0,0.0
2.0,2147,2.0,7790000.0,44.0,29.0,6.0,12.2099742017,7.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0
2.0,2148,2.0,7800000.0,39.0,22.0,7.0,5.31135066416,15.0,1.0,0.0,1.0,1.0,9.0,12.0,0.0
2.0,2149,1.0,7800000.0,39.2,20.0,10.0,5.25820752553,10.0,1.0,0.0,1.0,1.0,11.0,22.0,0.0
2.0,2150,3.0,7800000.0,57.8,42.0,6.0,14.6919819855,15.0,1.0,1.0,1.0,1.0,3.0,9.0,0.0
2.0,2151,2.0,7800000.0,52.0,31.0,9.0,15.2583827214,5.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0
2.0,2152,3.0,7800000.0,60.0,39.0,8.0,14.783201704,24.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0
2.0,2153,1.0,7840000.0,39.0,19.2,9.2,8.92069665168,11.0,1.0,0.0,1.0,1.0,19.0,22.0,0.0
2.0,2154,1.0,7840690.0,40.1,17.3,9.8,10.3556386941,3.0,1.0,1.0,0.0,1.0,12.0,24.0,1.0
2.0,2155,2.0,7876300.0,44.6,23.0,14.6,13.3431262422,3.0,1.0,1.0,0.0,1.0,9.0,17.0,1.0
2.0,2156,1.0,6800000.0,40.0,19.0,8.0,8.51076076917,16.0,1.0,1.0,0.0,1.0,11.0,14.0,0.0
2.0,2157,2.0,6000000.0,44.0,29.0,6.0,16.031816183,15.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0
2.0,2158,4.0,44500000.0,150.0,100.0,30.0,9.47212913404,21.0,1.0,1.0,0.0,1.0,11.0,15.0,0.0
2.0,2159,2.0,7900000.0,48.0,32.0,6.5,12.8335159881,13.0,1.0,0.0,1.0,1.0,7.0,9.0,0.0
2.0,2160,1.0,7900000.0,35.0,20.0,6.0,7.57930814556,5.0,1.0,1.0,0.0,1.0,4.0,9.0,0.0
2.0,2161,2.0,7936500.0,52.9,20.3,18.1,10.4866944193,10.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0
2.0,2162,1.0,7965000.0,45.0,16.7,17.1,14.924728432,7.0,1.0,1.0,0.0,1.0,12.0,15.0,1.0
2.0,2163,1.0,7973280.0,39.3,10.1,17.6,14.924728432,7.0,1.0,1.0,0.0,1.0,13.0,15.0,1.0
2.0,2164,2.0,7990000.0,43.0,29.0,6.0,9.02562334187,15.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0
2.0,2165,2.0,7999000.0,60.0,32.0,11.0,16.3485763774,15.0,1.0,0.0,1.0,1.0,3.0,17.0,0.0
2.0,2166,3.0,7999000.0,60.0,38.0,8.0,12.8466570826,15.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0
2.0,2167,2.0,7999000.0,48.0,30.0,6.5,11.6065276209,7.0,1.0,0.0,1.0,1.0,5.0,14.0,0.0
2.0,2168,4.0,8000000.0,65.0,52.0,7.0,14.8854190739,nan,nan,0.0,0.0,1.0,3.0,9.0,0.0
2.0,2169,2.0,8000000.0,40.0,30.0,6.0,12.0988308584,6.0,1.0,0.0,1.0,1.0,12.0,14.0,0.0
2.0,2170,3.0,8000000.0,52.5,37.9,5.8,6.69790109805,13.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0
2.0,2171,3.0,8000000.0,65.0,38.0,6.0,14.8854190739,5.0,0.0,0.0,1.0,1.0,3.0,12.0,0.0
2.0,2172,2.0,8000000.0,45.0,26.0,6.0,12.6826007135,9.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0
2.0,2173,1.0,8000000.0,41.2,19.0,9.3,13.2305720849,4.0,1.0,1.0,1.0,1.0,6.0,12.0,0.0
2.0,2174,3.0,8000000.0,60.0,43.9,6.0,13.7448811251,10.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0
2.0,2175,2.0,8000000.0,41.0,24.9,5.5,4.50483340787,3.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0
2.0,2176,1.0,8000000.0,37.7,18.9,7.3,11.064958094,5.0,1.0,0.0,0.0,1.0,9.0,17.0,0.0
2.0,2177,2.0,8000000.0,45.3,29.0,5.8,7.89857873549,19.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0
2.0,2178,2.0,8000000.0,55.0,31.0,9.0,15.496624037,7.0,1.0,0.0,1.0,1.0,8.0,12.0,0.0
2.0,2179,3.0,8000000.0,50.8,36.0,6.0,15.7355005795,11.0,1.0,0.0,1.0,1.0,5.0,9.0,0.0
2.0,2180,2.0,8000000.0,51.0,30.0,12.0,13.9268439897,13.0,1.0,0.0,0.0,1.0,11.0,16.0,0.0
2.0,2181,2.0,8000000.0,45.0,28.0,6.0,7.00787321194,8.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0
2.0,2182,2.0,8000000.0,47.1,30.0,6.0,11.1488379741,10.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0
2.0,2183,3.0,8100000.0,53.0,34.0,6.0,12.4191702179,6.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0
2.0,2184,2.0,9485600.0,66.8,42.0,12.5,5.76454890527,10.0,1.0,1.0,0.0,1.0,6.0,46.0,1.0
2.0,2185,1.0,6650000.0,39.0,19.0,9.0,14.6123547496,20.0,1.0,0.0,1.0,1.0,11.0,16.0,0.0
2.0,2186,3.0,10600000.0,60.0,38.3,8.0,11.5442025898,5.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0
2.0,2187,2.0,8100000.0,52.0,30.0,9.0,15.6324533448,5.0,0.0,0.0,0.0,1.0,8.0,12.0,0.0
2.0,2188,3.0,8100000.0,51.3,33.0,nan,15.2257147092,24.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0
2.0,2189,2.0,8100000.0,47.0,31.0,6.0,4.5746708912,2.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0
2.0,2190,2.0,8100000.0,45.0,33.3,6.0,4.56890832026,5.0,1.0,0.0,0.0,1.0,4.0,6.0,0.0
2.0,2191,2.0,8150000.0,56.0,31.4,8.5,17.704926899,7.0,0.0,0.0,1.0,1.0,14.0,17.0,0.0
2.0,2192,2.0,8155000.0,39.0,25.0,7.6,5.49131065413,17.0,1.0,0.0,1.0,1.0,8.0,9.0,0.0
2.0,2193,1.0,8180697.0,42.6,11.5,20.7,10.4866944193,10.0,1.0,1.0,0.0,0.0,10.0,18.0,1.0
2.0,2194,3.0,8200000.0,52.0,40.0,6.0,8.19513302534,12.0,1.0,0.0,0.0,1.0,6.0,9.0,0.0
2.0,2195,2.0,8200000.0,37.0,24.0,8.0,5.58988653168,14.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0
2.0,2196,2.0,8200000.0,54.0,30.0,8.5,12.3737697987,5.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0
2.0,2197,2.0,8200000.0,55.0,30.0,9.0,14.2826448952,10.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0
2.0,2198,2.0,8200000.0,54.2,nan,nan,5.8776103682,2.0,0.0,0.0,0.0,0.0,35.0,46.0,0.0
2.0,2199,3.0,8200000.0,55.0,39.7,5.3,8.1301810907,7.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0
2.0,2200,1.0,8200000.0,54.0,27.0,9.0,11.3224344442,3.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0
2.0,2201,2.0,8200000.0,52.0,30.4,8.0,11.5125268271,15.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0
2.0,2202,3.0,8200000.0,55.0,37.0,6.0,12.8562290104,3.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0
2.0,2203,2.0,8200000.0,38.0,24.0,7.5,4.75683625129,6.0,1.0,0.0,0.0,1.0,9.0,9.0,0.0
2.0,2204,2.0,8200000.0,54.3,31.1,8.3,12.5272454369,5.0,0.0,0.0,1.0,1.0,7.0,16.0,0.0
2.0,2205,2.0,8281000.0,49.0,30.5,7.0,15.922046562,7.0,1.0,0.0,1.0,1.0,11.0,12.0,0.0
2.0,2206,3.0,8300000.0,60.3,40.3,6.5,15.3061490316,5.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0
2.0,2207,2.0,8300000.0,53.4,30.0,9.0,15.1387288175,15.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0
2.0,2208,2.0,8300000.0,53.4,30.0,9.0,15.1387288175,15.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0
2.0,2209,2.0,8300000.0,48.0,32.0,9.0,11.6065276209,7.0,1.0,0.0,1.0,1.0,9.0,14.0,0.0
2.0,2210,2.0,8300000.0,53.3,31.3,10.0,17.6279754848,5.0,0.0,1.0,0.0,1.0,17.0,17.0,0.0
2.0,2211,2.0,8300000.0,52.0,37.0,9.0,16.2746282912,10.0,1.0,0.0,1.0,1.0,4.0,12.0,0.0
2.0,2212,1.0,8779974.0,44.6,nan,nan,13.6219875536,15.0,1.0,1.0,0.0,0.0,13.0,23.0,1.0
2.0,2213,nan,81800000.0,180.0,130.0,25.0,6.75142942189,9.0,1.0,1.0,0.0,1.0,10.0,16.0,0.0
2.0,2214,2.0,8500000.0,48.0,32.0,6.5,13.3647685761,10.0,1.0,0.0,1.0,1.0,4.0,12.0,0.0
2.0,2215,1.0,8300000.0,38.0,19.0,9.8,7.00787321194,7.0,1.0,0.0,0.0,1.0,12.0,12.0,0.0
2.0,2216,1.0,8300000.0,36.0,17.0,8.0,9.00417699625,20.0,1.0,1.0,0.0,1.0,15.0,17.0,0.0
2.0,2217,2.0,8300000.0,54.0,30.0,8.4,11.260853553,12.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0
2.0,2218,3.0,8300000.0,64.4,46.2,8.0,13.951504458,10.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0
2.0,2219,3.0,8338126.0,56.9,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,5.0,16.0,1.0
2.0,2220,3.0,8338126.0,56.9,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,3.0,16.0,1.0
2.0,2221,3.0,8350000.0,63.0,38.0,8.0,15.5099396556,15.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0
2.0,2222,2.0,8350000.0,44.0,29.0,6.5,6.98566564594,5.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
2.0,2223,2.0,8390000.0,52.0,31.0,9.0,14.0605553824,7.0,1.0,0.0,1.0,1.0,7.0,12.0,0.0
2.0,2224,1.0,8400000.0,38.1,19.3,9.7,4.64577718557,5.0,1.0,0.0,0.0,1.0,8.0,12.0,0.0
2.0,2225,3.0,8400000.0,63.0,50.0,6.0,15.7087508179,4.0,0.0,0.0,1.0,1.0,3.0,12.0,0.0
2.0,2226,1.0,8422700.0,49.4,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,16.0,16.0,1.0
2.0,2227,1.0,8430300.0,49.3,nan,12.1,14.1524027643,15.0,1.0,1.0,0.0,0.0,4.0,12.0,1.0
2.0,2228,2.0,8450000.0,54.0,30.0,14.0,5.76498169237,9.0,1.0,1.0,0.0,1.0,19.0,44.0,0.0
2.0,2229,2.0,8490000.0,54.0,32.3,9.4,15.8024302871,12.0,1.0,0.0,0.0,1.0,9.0,16.0,0.0
2.0,2230,2.0,8500000.0,58.0,34.0,10.2,15.5261702192,4.0,1.0,0.0,1.0,0.0,8.0,22.0,0.0
2.0,2231,3.0,8500000.0,53.0,34.0,6.0,12.2099742017,9.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0
2.0,2232,3.0,8500000.0,65.0,41.0,10.0,16.1509994321,nan,nan,0.0,1.0,1.0,10.0,14.0,0.0
2.0,2233,3.0,8500000.0,63.0,45.2,6.6,11.8410619596,7.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0
2.0,2234,1.0,8500000.0,37.4,20.0,9.0,11.6824599281,7.0,1.0,0.0,0.0,1.0,8.0,17.0,0.0
2.0,2235,3.0,8500000.0,65.0,44.0,7.0,11.6544497135,17.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0
2.0,2236,2.0,8500000.0,55.0,31.0,10.0,15.7762462573,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0
2.0,2237,2.0,8500000.0,48.0,31.0,7.0,11.5777051042,10.0,1.0,0.0,1.0,1.0,3.0,12.0,0.0
2.0,2238,2.0,8500000.0,52.0,32.0,9.0,15.6737362561,7.0,0.0,0.0,0.0,1.0,6.0,16.0,0.0
2.0,2239,1.0,8500000.0,38.0,20.5,10.5,5.71675104335,10.0,1.0,0.0,0.0,1.0,21.0,22.0,0.0
2.0,2240,2.0,4800000.0,39.0,29.0,10.0,14.8596533544,14.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0
2.0,2241,3.0,19435860.0,92.7,49.0,10.0,5.18301665284,10.0,1.0,1.0,1.0,1.0,4.0,6.0,0.0
2.0,2242,4.0,44500000.0,150.0,100.0,30.0,9.47212913404,21.0,1.0,1.0,0.0,1.0,11.0,15.0,0.0
2.0,2243,3.0,8500000.0,60.5,43.1,6.0,15.7521466704,27.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0
2.0,2244,2.0,8500000.0,50.0,31.0,9.0,11.8932866385,3.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0
2.0,2245,2.0,8500000.0,50.0,31.0,8.3,11.8932866385,3.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0
2.0,2246,2.0,8500000.0,52.3,30.5,8.5,14.8733941724,10.0,1.0,0.0,0.0,1.0,11.0,12.0,0.0
2.0,2247,2.0,8500000.0,61.3,35.1,10.0,14.186422843,20.0,1.0,0.0,1.0,1.0,22.0,22.0,0.0
2.0,2248,2.0,8500000.0,53.0,30.0,8.5,14.4902149674,16.0,1.0,0.0,0.0,1.0,11.0,12.0,0.0
2.0,2249,3.0,8500000.0,57.0,47.0,6.0,15.443255174,5.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0
2.0,2250,2.0,8560370.0,53.2,29.7,11.2,10.4866944193,10.0,1.0,1.0,0.0,0.0,11.0,18.0,1.0
2.0,2251,3.0,8588886.0,58.0,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,9.0,16.0,1.0
2.0,2252,3.0,8588886.0,58.1,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,10.0,16.0,1.0
2.0,2253,1.0,8591800.0,53.2,nan,13.8,14.1524027643,15.0,1.0,1.0,0.0,0.0,2.0,12.0,1.0
2.0,2254,3.0,8600000.0,60.0,44.0,6.0,14.9245592787,10.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0
2.0,2255,3.0,8600000.0,62.7,45.0,6.6,15.7087508179,6.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0
2.0,2256,2.0,8600000.0,51.8,30.9,nan,16.2065356272,10.0,0.0,0.0,1.0,1.0,16.0,17.0,0.0
2.0,2257,2.0,8600000.0,54.0,32.0,9.0,11.8016590607,1.0,1.0,0.0,1.0,1.0,7.0,14.0,0.0
2.0,2258,2.0,8600000.0,53.0,31.0,9.0,11.2014942302,11.0,1.0,0.0,0.0,1.0,3.0,12.0,0.0
2.0,2259,3.0,8600000.0,59.0,38.0,6.0,14.7837174849,13.0,1.0,0.0,1.0,1.0,4.0,9.0,0.0
2.0,2260,3.0,8629416.0,58.1,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,14.0,16.0,1.0
2.0,2261,3.0,8629416.0,58.1,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,15.0,16.0,1.0
2.0,2262,3.0,8650000.0,63.0,45.0,6.6,16.0228455894,5.0,1.0,0.0,0.0,1.0,5.0,12.0,0.0
2.0,2263,2.0,8650000.0,54.0,31.0,9.0,13.2910519453,10.0,1.0,0.0,1.0,1.0,9.0,14.0,0.0
2.0,2264,2.0,8665936.0,49.7,20.3,18.1,10.4866944193,10.0,1.0,1.0,0.0,0.0,11.0,18.0,1.0
2.0,2265,2.0,8700000.0,42.0,26.0,6.0,7.65275981647,17.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0
2.0,2266,3.0,8700000.0,60.0,38.8,8.2,12.7480797237,12.0,1.0,0.0,1.0,1.0,8.0,9.0,0.0
2.0,2267,3.0,8700000.0,62.0,41.0,8.5,12.74057356,12.0,1.0,0.0,1.0,1.0,8.0,9.0,0.0
2.0,2268,3.0,15100000.0,78.0,47.0,11.0,13.0545933889,5.0,1.0,0.0,1.0,1.0,11.0,17.0,0.0
2.0,2269,2.0,8500000.0,56.0,40.0,11.0,13.8356135064,24.0,1.0,0.0,1.0,1.0,12.0,16.0,0.0
2.0,2270,1.0,5738809.0,37.9,12.9,12.1,10.4866944193,10.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0
2.0,2271,1.0,8700000.0,48.2,33.0,15.0,6.68729535117,10.0,1.0,1.0,0.0,1.0,4.0,23.0,1.0
2.0,2272,1.0,8702136.0,43.7,12.6,20.4,10.3556386941,1.0,1.0,1.0,0.0,1.0,12.0,24.0,1.0
2.0,2273,2.0,8780238.0,58.8,22.1,20.6,10.4866944193,10.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0
2.0,2274,3.0,8790000.0,64.0,46.0,7.0,17.1165124832,20.0,1.0,0.0,1.0,1.0,2.0,12.0,0.0
2.0,2275,2.0,8800000.0,55.0,28.0,12.0,12.6888588687,10.0,1.0,0.0,0.0,1.0,3.0,16.0,0.0
2.0,2276,3.0,8800000.0,72.0,43.0,9.0,16.5068238182,6.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0
2.0,2277,2.0,8804640.0,62.4,nan,nan,10.8293625893,nan,nan,0.0,0.0,0.0,4.0,20.0,1.0
2.0,2278,2.0,8808800.0,67.0,55.0,nan,5.45988883451,10.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0
2.0,2279,2.0,8816400.0,49.0,20.3,18.1,10.4866944193,10.0,1.0,1.0,0.0,0.0,9.0,18.0,1.0
2.0,2280,3.0,8850000.0,57.0,38.0,6.0,15.8372290819,12.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0
2.0,2281,1.0,8885525.0,44.7,15.2,13.1,10.3556386941,1.0,1.0,1.0,0.0,1.0,4.0,24.0,1.0
2.0,2282,2.0,8890000.0,51.5,31.3,10.0,6.83370923215,12.0,1.0,0.0,1.0,1.0,5.0,16.0,0.0
2.0,2283,1.0,8900000.0,41.0,18.0,10.0,12.4998004005,24.0,1.0,0.0,0.0,1.0,7.0,25.0,0.0
2.0,2284,2.0,8900000.0,51.5,38.7,5.5,13.6832226685,15.0,1.0,1.0,0.0,0.0,8.0,23.0,0.0
2.0,2285,2.0,8900000.0,45.0,28.0,7.0,6.99494898274,19.0,1.0,0.0,1.0,1.0,2.0,12.0,0.0
2.0,2286,2.0,8900000.0,52.0,30.3,8.5,14.6898520985,7.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0
2.0,2287,1.0,8901104.0,41.4,19.4,10.3,10.3556386941,1.0,1.0,1.0,0.0,1.0,7.0,11.0,1.0
2.0,2288,3.0,8950000.0,65.0,41.0,8.0,14.9734837465,10.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0
